pairid,ident1,project1,file1,method1,ident2,project2,file2,method2,sim,sim_tok
680,4352,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/linear/MatrixUtils.java,"MatrixUtils.checkMultiplicationCompatible(AnyMatrix, AnyMatrix)",4932,deeplearning4j,repos/deeplearning4j/datavec/datavec-local/src/main/java/org/datavec/local/transforms/LocalTransformExecutor.java,"LocalTransformExecutor.executeJoin(Join, List<List<Writable>>, List<List<Writable>>)",0.10180559151269541,0.08443271767810023
681,461,checkstyle,repos/checkstyle/src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/methodname/InputMethodNameSimple.java,InputMethodNameSimple.errorColumnAfterTabs(),25447,openjdk11,repos/openjdk11/test/jaxp/javax/xml/jaxp/functional/javax/xml/parsers/ptests/SAXParserTest02.java,SAXParserTest02.testValidate02(),0.10308537256541168,0.4242424242424242
682,12616,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/java/NdComplexTypeSignature.java,NdComplexTypeSignature.getVariableIdentifier(),18266,guava,repos/guava/guava/src/com/google/common/reflect/TypeToken.java,TypeToken.getGenericSuperclass(),0.11836271533989448,0.12962962962962965
683,5813,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-backend-impls/nd4j-cuda/src/main/java/org/nd4j/jita/handler/impl/CudaZeroHandler.java,"CudaZeroHandler.init(Configuration, Allocator)",43183,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/text/DefaultCaret.java,DefaultCaret.Handler.propertyChange(PropertyChangeEvent),0.11158651158370281,0.09124087591240881
684,15217,freemind,repos/freemind/plugins/wsl/src/onekin/WSL/config/WSL_MediaWikiConfig.java,WSL_MediaWikiConfig.actionPerformed(ActionEvent),36974,openjdk11,repos/openjdk11/src/jdk.accessibility/share/classes/com/sun/java/accessibility/util/AWTEventMonitor.java,AWTEventMonitor.AWTEventsListener.mouseClicked(MouseEvent),0.10216385814573767,0.13286713286713292
685,1298,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/CollectionUtils.java,"CollectionUtils.find(Iterable<T>, Predicate<?>)",14497,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/util/Util.java,Util.getJavaClassLibs(),0.11214559507964314,0.028368794326241176
686,2099,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/text/StrTokenizer.java,StrTokenizer.next(),47378,openjdk11,repos/openjdk11/src/jdk.jshell/share/classes/jdk/internal/jshell/tool/ArgTokenizer.java,ArgTokenizer.nextToken(),0.12522702971333854,0.04276985743380857
687,17640,guava,repos/guava/guava/src/com/google/common/util/concurrent/AtomicDouble.java,AtomicDouble.addAndGet(double),28727,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/atomic/AtomicInteger.java,AtomicInteger.addAndGet(int),0.6797171603626964,0.2592592592592593
688,14272,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/jdom/DOMField.java,DOMField.getTypeContents(),59284,openjdk11,repos/openjdk11/src/jdk.rmic/share/classes/sun/tools/java/MemberDefinition.java,MemberDefinition.reportDeprecated(Environment),0.12040553177887413,0.27083333333333337
689,9876,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/generatedfile/CompilationUnitHelper.java,CompilationUnitHelper.discardWorkingCopy(ICompilationUnit),20631,openjdk11,repos/openjdk11/test/hotspot/jtreg/vmTestbase/gc/gctests/BigChains/BigChains.java,FinalizerYes.finalize(),0.11950102112394216,0.23333333333333328
690,14808,freemind,repos/freemind/freemind/freemind/swing/DefaultListModel.java,DefaultListModel.clear(),37885,openjdk11,repos/openjdk11/src/java.desktop/share/classes/sun/awt/util/IdentityArrayList.java,IdentityArrayList.clear(),0.8253972625344386,0.33333333333333337
691,15200,freemind,repos/freemind/pda/Tree.java,Tree.display(),47042,openjdk11,repos/openjdk11/src/java.desktop/unix/classes/sun/awt/X11/XBaseMenuWindow.java,XBaseMenuWindow.copyItems(),0.282073094312725,0.37142857142857144
692,7060,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/indexing/BooleanIndexing.java,"BooleanIndexing.and(INDArray, Condition)",35910,openjdk11,repos/openjdk11/src/jdk.scripting.nashorn/share/classes/jdk/nashorn/internal/codegen/MethodEmitter.java,"MethodEmitter.conditionalJump(Condition, Label)",0.18325309036208098,0.1216216216216216
693,18274,guava,repos/guava/guava/src/com/google/common/reflect/TypeToken.java,TypeToken.unwrap(),27319,openjdk11,repos/openjdk11/src/java.base/share/classes/sun/invoke/util/Wrapper.java,Wrapper.asPrimitiveType(Class<T>),0.2342041392612431,0.4651162790697675
694,12555,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/db/DBProperties.java,DBProperties.getKeySet(),35669,openjdk11,repos/openjdk11/src/jdk.scripting.nashorn/share/classes/jdk/nashorn/internal/runtime/ScriptObject.java,ScriptObject.entrySet(),0.1852923638954589,0.16049382716049387
695,4892,commons-math,repos/commons-math/src/userguide/java/org/apache/commons/math4/userguide/sofm/ChineseRingsClassifier.java,ChineseRingsClassifier.computeTopographicError(),52021,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xpath/internal/objects/XObject.java,XObject.mutableNodeset(),0.12010075649789523,0.43999999999999995
696,19063,guava,repos/guava/guava/src/com/google/common/collect/MapMakerInternalMap.java,"MapMakerInternalMap.Segment.reclaimValue(K, int, WeakValueReference<K, V, E>)",50086,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/dom/DocumentImpl.java,"DocumentImpl.modifiedAttrValue(AttrImpl, String)",0.11871158116936446,0.10606060606060608
697,3319,commons-math,repos/commons-math/src/test/java/org/apache/commons/math4/geometry/partitioning/RegionParser.java,RegionParser.parseSphericalPolygonsSet(String),35464,openjdk11,repos/openjdk11/src/jdk.scripting.nashorn/share/classes/jdk/nashorn/internal/runtime/GlobalFunctions.java,"GlobalFunctions.parseFloat(Object, Object)",0.1232051726692031,0.13902439024390245
698,528,checkstyle,repos/checkstyle/src/it/java/com/google/checkstyle/test/base/AbstractModuleTestSupport.java,AbstractModuleTestSupport.getModuleConfigs(String),11939,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/env/IModuleAwareNameEnvironment.java,IModuleAwareNameEnvironment.LookupStrategy.get(char[]),0.15778796407907808,0.2952380952380952
699,9726,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.apt.pluggable.tests/src/org/eclipse/jdt/apt/pluggable/tests/processors/filertester/FilerTesterProc.java,FilerTesterProc.largeJavaClass(),23545,openjdk11,repos/openjdk11/test/jdk/sanity/client/lib/jemmy/src/org/netbeans/jemmy/JemmyProperties.java,JemmyProperties.getMajorVersion(),0.11435283764390185,0.2192982456140351
700,6441,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/autodiff/functions/DifferentialFunctionFactory.java,"DifferentialFunctionFactory.matchCondition(SDVariable, Condition)",46940,openjdk11,repos/openjdk11/src/java.desktop/unix/classes/sun/awt/X11/XComponentPeer.java,XComponentPeer.applyShape(Region),0.11082469790100732,0.08252427184466016
701,3721,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/analysis/FunctionUtils.java,"FunctionUtils.combine(BivariateFunction, UnivariateFunction, UnivariateFunction)",5404,deeplearning4j,repos/deeplearning4j/datavec/datavec-perf/src/main/java/org/datavec/perf/timing/IOTiming.java,"IOTiming.timeNDArrayCreation(RecordReader, InputStream, INDArrayCreationFunction)",0.11746142044408217,0.19186046511627908
702,4857,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/geometry/euclidean/twod/Line.java,"Line.getPointAt(Cartesian1D, double)",7315,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/api/blas/impl/BaseLevel1.java,"BaseLevel1.rot(long, INDArray, INDArray, double, double)",0.1197709885454381,0.2328042328042328
703,15232,freemind,repos/freemind/plugins/wsl/src/org/apache/tools/tar/TarEntry.java,TarEntry.parseTarHeader(byte[]),21421,openjdk11,repos/openjdk11/test/jdk/sanity/client/lib/jemmy/src/org/netbeans/jemmy/util/Dumper.java,"Dumper.dumpComponent(Component, String)",0.11505889309811691,0.0641025641025641
704,19216,guava,repos/guava/guava/src/com/google/common/collect/ImmutableMultimap.java,ImmutableMultimap.Builder.orderKeysBy(Comparator<?>),46015,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/tree/FixedHeightLayoutCache.java,FixedHeightLayoutCache.getVisiblePathsFrom(TreePath),0.12620805262617424,0.12121212121212122
705,5812,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-backend-impls/nd4j-cuda/src/main/java/org/nd4j/jita/conf/CudaEnvironment.java,CudaEnvironment.getCurrentDeviceArchitecture(),40277,openjdk11,repos/openjdk11/src/java.desktop/share/classes/java/awt/color/ICC_Profile.java,ICC_Profile.getMinorVersion(),0.16801585560425336,0.15596330275229353
706,5982,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/autodiff/validation/OpValidation.java,OpValidation.validate(OpTestCase),25074,openjdk11,repos/openjdk11/test/langtools/tools/javac/6917288/T6917288.java,T6917288.error(String),0.10918435791871021,0.04487179487179482
707,11455,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.model/workspace/Compiler/src/org/eclipse/jdt/internal/compiler/ast/TypeDeclaration.java,"TypeDeclaration.internalAnalyseCode(FlowContext, FlowInfo)",35853,openjdk11,repos/openjdk11/src/jdk.scripting.nashorn/share/classes/jdk/nashorn/internal/codegen/types/Type.java,"Type.pop(MethodVisitor, Type)",0.10766705331087888,0.02824858757062143
708,9483,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-scaleout/deeplearning4j-scaleout-parallelwrapper/src/main/java/org/deeplearning4j/parallelism/ParallelWrapper.java,ParallelWrapper.Builder.averagingFrequency(int),20320,openjdk11,repos/openjdk11/test/hotspot/jtreg/vmTestbase/nsk/jvmti/GetThreadCpuTime/thrcputime002.java,thrcputime002Thread.runIterations(int),0.10799021304590424,0.21875
709,6301,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/autodiff/samediff/SameDiff.java,SameDiff.addVariable(SDVariable),24239,openjdk11,repos/openjdk11/test/jdk/java/awt/event/helpers/lwcomponents/LWList.java,LWList.add(String),0.1007551096784934,0.16190476190476188
710,3537,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/fitting/AbstractCurveFitter.java,AbstractCurveFitter.fit(Collection<WeightedObservedPoint>),9083,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nlp-parent/deeplearning4j-nlp/src/main/java/org/deeplearning4j/models/sequencevectors/sequence/SequenceElement.java,SequenceElement.setPoints(int[]),0.10103562599864312,0.37209302325581395
711,7120,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/memory/provider/BasicWorkspaceManager.java,BasicWorkspaceManager.destroyAllWorkspacesForCurrentThread(),27504,openjdk11,repos/openjdk11/src/java.base/share/classes/jdk/internal/misc/TerminatingThreadLocal.java,TerminatingThreadLocal.threadTerminated(),0.10880956392991899,0.35185185185185186
712,18265,guava,repos/guava/guava/src/com/google/common/reflect/TypeToken.java,TypeToken.resolveType(Type),32053,openjdk11,repos/openjdk11/src/java.base/share/classes/java/lang/module/Resolver.java,Resolver.resolve(Collection<String>),0.11173911033856163,0.16239316239316237
713,2285,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/TimedSemaphore.java,TimedSemaphore.endOfPeriod(),57344,openjdk11,repos/openjdk11/src/java.management/share/classes/com/sun/jmx/remote/internal/ClientNotifForwarder.java,ClientNotifForwarder.postReconnection(ClientListenerInfo[]),0.10831638495044468,0.0680272108843537
714,18595,guava,repos/guava/guava/src/com/google/common/collect/MultimapBuilder.java,MultimapBuilder.MultimapBuilderWithKeys.hashSetValues(int),33778,openjdk11,repos/openjdk11/src/java.base/share/classes/com/sun/java/util/jar/pack/BandStructure.java,BandStructure.Band.expectLength(int),0.10806820555727882,0.21126760563380287
715,14876,freemind,repos/freemind/freemind/freemind/modes/common/listeners/CommonNodeMouseMotionListener.java,CommonNodeMouseMotionListener.timeDelayedSelection.run(),25645,openjdk11,repos/openjdk11/src/java.base/windows/classes/sun/nio/fs/WindowsSecurity.java,WindowsSecurity.enablePrivilege(String),0.11311785513992892,0.21100917431192656
716,3561,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/random/RandomUtils.java,"RandomUtils.DataGenerator.nextLong(long, long)",18838,guava,repos/guava/guava/src/com/google/common/collect/Range.java,"Range.closed(C, C)",0.31022112651864303,0.15929203539823011
717,4498,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/fraction/Fraction.java,Fraction.add(int),23677,openjdk11,repos/openjdk11/test/jdk/java/util/Collections/CheckedQueue.java,CheckedQueue.testAddFail1(),0.17214023699388045,0.18571428571428572
718,12196,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/codegen/CodeStream.java,CodeStream.generateSyntheticBodyForConstructorAccess(SyntheticMethodBinding),58332,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Lower.java,"Lower.accessName(int, int)",0.11611264900098354,0.049315068493150704
719,9900,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.compiler.apt.tests/processors/org/eclipse/jdt/compiler/apt/tests/processors/negative/NegativeModelProc.java,NegativeModelProc.checkNegative2(),58577,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Check.java,"Check.validateAnnotations(List<JCAnnotation>, Symbol)",0.16148254873719772,0.03960396039603964
720,2251,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java,StrBuilder.lastIndexOf(char),32964,openjdk11,repos/openjdk11/src/java.base/share/classes/java/time/format/DecimalStyle.java,DecimalStyle.convertToDigit(char),0.21772808772872387,0.36
721,12274,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/impl/Constant.java,Constant.hasSameValue(Constant),18123,guava,repos/guava/guava/src/com/google/common/net/MediaType.java,MediaType.withoutParameters(),0.11554953373064752,0.07766990291262132
722,6604,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/convolution/OldConvolution.java,"OldConvolution.col2im(INDArray, int, int, int, int, int, int)",43794,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/text/TableView.java,"TableView.TableCell.setGridLocation(int, int)",0.1092757229373927,0.039867109634551534
723,13596,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/dom/org/eclipse/jdt/internal/core/dom/rewrite/TokenScanner.java,TokenScanner.setOffset(int),43738,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/text/GapContent.java,GapContent.createPosition(int),0.1230097598394313,0.07344632768361581
724,8154,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/nn/transferlearning/TransferLearning.java,"TransferLearning.GraphBuilder.addVertex(String, GraphVertex, String[])",27975,openjdk11,repos/openjdk11/src/java.base/share/classes/jdk/internal/module/ModuleLoaderMap.java,ModuleLoaderMap.mappingFunction(Configuration),0.21467740024812992,0.203125
725,11557,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.model/workspace/Converter/src/junit/framework/TestResult.java,TestResult.wasSuccessful(),39353,openjdk11,repos/openjdk11/src/java.desktop/share/classes/java/awt/dnd/DropTargetContext.java,DropTargetContext.dropComplete(boolean),0.15338674938025937,0.33333333333333337
726,19265,guava,repos/guava/guava/src/com/google/common/collect/BoundType.java,BoundType.forBoolean(boolean),58750,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/code/Types.java,Types.unboxedType(Type),0.11307113715013449,0.10144927536231885
727,2493,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils.isPackageAccess(int),58972,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/tree/Pretty.java,Pretty.printFlags(long),0.11303271758306713,0.1578947368421053
728,6459,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/autodiff/execution/conf/ExecutorConfiguration.java,ExecutorConfiguration.getFlatConfiguration(FlatBufferBuilder),27585,openjdk11,repos/openjdk11/src/java.base/share/classes/jdk/internal/org/objectweb/asm/MethodVisitor.java,MethodVisitor.visitAttribute(Attribute),0.11601083478015886,0.051724137931034475
729,18226,guava,repos/guava/guava/src/com/google/common/reflect/ClassPath.java,ClassPath.getTopLevelClasses(),58859,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/main/JavaCompiler.java,JavaCompiler.enterTrees(List<JCCompilationUnit>),0.10804142418176746,0.12
730,5888,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-backend-impls/nd4j-cuda/src/main/java/org/nd4j/jita/allocator/impl/AtomicAllocator.java,AtomicAllocator.synchronizeHostData(INDArray),24581,openjdk11,repos/openjdk11/test/jdk/java/rmi/activation/Activatable/checkAnnotations/CheckAnnotations.java,CheckAnnotations.checkAnnotations(int),0.10603233524481034,0.06958250497017893
731,7438,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/api/ndarray/BaseSparseNDArrayCOO.java,BaseSparseNDArrayCOO.sort(),19381,guava,repos/guava/guava/src/com/google/common/math/Quantiles.java,Quantiles.ScaleAndIndexes.computeInPlace(double[]),0.10906450606264137,0.05769230769230771
732,2444,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/RandomUtils.java,RandomUtils.nextBytes(int),26336,openjdk11,repos/openjdk11/src/java.base/share/classes/sun/security/provider/SecureRandom.java,SecureRandom.engineNextBytes(byte[]),0.13852405288949485,0.11814345991561181
733,4686,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/geometry/spherical/oned/ArcsSet.java,ArcsSet.asList(),24045,openjdk11,repos/openjdk11/test/jdk/java/net/httpclient/http2/server/Http2TestServerConnection.java,"Http2TestServerConnection.encodeHeadersOrdered(List<Map.Entry<String, String>>)",0.11175978130800987,0.303030303030303
734,8380,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/nn/graph/ComputationGraph.java,ComputationGraph.getUpdater(boolean),59807,openjdk11,repos/openjdk11/src/jdk.rmic/share/classes/sun/tools/tree/IdentifierExpression.java,"IdentifierExpression.getUpdater(Environment, Context)",0.11259759436436906,0.23456790123456794
735,1420,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/iterators/ListIteratorWrapper.java,ListIteratorWrapper.previous(),60074,trove,repos/trove/core/src/main/java/gnu/trove/list/linked/TLinkedList.java,TLinkedList.IteratorImpl.previousIndex(),0.3237154275166465,0.09090909090909094
736,4830,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/geometry/euclidean/threed/FieldVector3D.java,"FieldVector3D.crossProduct(Cartesian3D, FieldVector3D<T>)",7735,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-common/src/main/java/org/nd4j/linalg/util/MathUtils.java,"MathUtils.determinationCoefficient(double[], double[], int)",0.13364198249993223,0.17204301075268813
737,9663,deeplearning4j,repos/deeplearning4j/arbiter/arbiter-deeplearning4j/src/main/java/org/deeplearning4j/arbiter/MultiLayerSpace.java,"MultiLayerSpace.Builder.addLayer(LayerSpace<?>, ParameterSpace<Integer>, boolean)",23726,openjdk11,repos/openjdk11/test/jdk/java/util/concurrent/ConcurrentHashMap/WhiteBox.java,WhiteBox.assertInvariants(ConcurrentHashMap),0.11207590631887888,0.339622641509434
738,19412,guava,repos/guava/guava/src/com/google/common/math/LongMath.java,"LongMath.binomial(int, int)",58223,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/jvm/Code.java,"Code.emitop1w(int, int)",0.10729681159502362,0.3447098976109215
739,9392,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nearestneighbors-parent/nearestneighbor-core/src/main/java/org/deeplearning4j/clustering/cluster/ClusterUtils.java,"ClusterUtils.getClustersWhereMaximumDistanceFromCenterGreaterThan(ClusterSet, ClusterSetInfo, double)",12311,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/TypeReference.java,"TypeReference.getAllAnnotationContexts(int, int, List)",0.10094916127718896,0.22448979591836737
740,13918,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/util/Util.java,Util.isAttributeSupported(int),34048,openjdk11,repos/openjdk11/src/java.base/unix/classes/sun/nio/fs/UnixFileStore.java,UnixFileStore.checkIfFeaturePresent(String),0.10389520746976216,0.10365853658536583
741,4410,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/genetics/CycleCrossover.java,"CycleCrossover.mate(AbstractListChromosome<T>, AbstractListChromosome<T>)",18909,guava,repos/guava/guava/src/com/google/common/collect/ObjectArrays.java,"ObjectArrays.concat(T[], T[], Class<T>)",0.10429193596191967,0.13461538461538458
742,3428,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/util/MathArrays.java,"MathArrays.scaleInPlace(double, double[])",6848,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/factory/Nd4j.java,"Nd4j.sort(INDArray, int, boolean)",0.10848605998124472,0.33333333333333337
743,3550,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/transform/FastCosineTransformer.java,FastCosineTransformer.fct(double[]),38845,openjdk11,repos/openjdk11/src/java.desktop/share/classes/java/awt/image/AffineTransformOp.java,AffineTransformOp.createCompatibleDestRaster(Raster),0.11169285169584364,0.11294117647058821
744,1412,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/multiset/AbstractMultiSet.java,AbstractMultiSet.entrySet(),18861,guava,repos/guava/guava/src/com/google/common/collect/Iterators.java,Iterators.unmodifiableIterator(Iterator<?>),0.3043927850444728,0.21250000000000002
745,13883,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/util/CharArrayBuffer.java,CharArrayBuffer.getContents(),48803,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xml/internal/serializer/SerializerBase.java,SerializerBase.documentIsEmpty(),0.13644828030677117,0.07801418439716312
746,14800,freemind,repos/freemind/freemind/freemind/swing/DefaultListModel.java,"DefaultListModel.insertElementAt(E, int)",45361,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/DefaultListModel.java,"DefaultListModel.insertElementAt(E, int)",0.8179917229033172,1.0
747,8455,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/nn/layers/feedforward/autoencoder/recursive/Tree.java,Tree.isLeaf(),50032,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/dom/ParentNode.java,ParentNode.hasChildNodes(),0.20760757986175932,0.3157894736842105
748,534,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/filters/SuppressionCommentFilter.java,SuppressionCommentFilter.Tag.compareTo(Tag),17883,guava,repos/guava/guava/src/com/google/common/primitives/UnsignedInteger.java,UnsignedInteger.compareTo(UnsignedInteger),0.14493433778969056,0.33333333333333337
749,17480,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.toArray(T[]),28743,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/DelayQueue.java,DelayQueue.toArray(T[]),0.7983988277239142,0.282258064516129
750,12806,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/DefaultCommentMapper.java,DefaultCommentMapper.getComment(int),51786,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xalan/internal/xsltc/dom/KeyIndex.java,KeyIndex.KeyIndexIterator.getNodeByPosition(int),0.2370742686942317,0.2948717948717948
751,2409,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/time/DurationFormatUtils.java,DurationFormatUtils.lexx(String),24082,openjdk11,repos/openjdk11/test/jdk/java/lang/ProcessHandle/ProcessUtil.java,"ProcessUtil.printf(String, Object[])",0.11347565008736321,0.06646525679758308
752,3486,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/util/CompositeFormat.java,"CompositeFormat.parseNumber(String, NumberFormat, ParsePosition)",23941,openjdk11,repos/openjdk11/test/jdk/java/text/Format/NumberFormat/BigDecimalParse.java,BigDecimalParse.test_Parse_in_DecimalFormat_SpecialNumber(),0.18010857592843166,0.24914675767918093
753,12624,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/RawGrowableArray.java,"RawGrowableArray.get(Nd, long, int)",47926,openjdk11,repos/openjdk11/src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/utilities/GenericArray.java,GenericArray.getIntegerAt(int),0.4031026248970284,0.26436781609195403
754,2305,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/BackgroundInitializer.java,BackgroundInitializer.getFuture(),24888,openjdk11,repos/openjdk11/test/lib/jdk/test/lib/apps/LingeredApp.java,LingeredApp.getOutput(),0.11376308509345916,0.375
755,14742,freemind,repos/freemind/freemind/accessories/plugins/time/JCalendar.java,JCalendar.setDate(Date),30432,openjdk11,repos/openjdk11/src/java.base/share/classes/java/text/SimpleDateFormat.java,SimpleDateFormat.setDateFormatSymbols(DateFormatSymbols),0.1455379146666247,0.18681318681318682
756,9066,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nlp-parent/deeplearning4j-nlp/src/main/java/org/deeplearning4j/models/sequencevectors/graph/walkers/impl/PopularityWalker.java,PopularityWalker.next(),27932,openjdk11,repos/openjdk11/src/java.base/share/classes/jdk/internal/module/ModuleHashesBuilder.java,ModuleHashesBuilder.Graph.transpose(),0.16835688012522707,0.08435374149659869
757,15107,freemind,repos/freemind/freemind/plugins/map/MapSearchMarkerLocation.java,MapSearchMarkerLocation.update(),25433,openjdk11,repos/openjdk11/test/jaxp/javax/xml/jaxp/functional/test/auctionportal/AuctionController.java,AuctionController.testCheckingUserData(),0.11356754992462807,0.1026785714285714
758,2327,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java,CharUtils.toChar(String),13942,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/util/Util.java,Util.toCharArrays(String[]),0.11572180077557326,0.25
